edad,peso,altura,horas,objetivo,animo,nivel
36,119,196,3,1,0,1
34,93,174,3,0,2,1
19,69,168,2,0,2,1
48,59,183,6,1,2,1
48,71,188,7,2,4,1
53,104,183,3,3,0,0
27,120,191,6,3,1,1
44,61,182,3,0,1,0
67,108,181,8,1,3,1
65,117,175,5,1,1,1
39,45,193,9,3,2,1
62,51,186,8,2,2,1
60,92,169,10,2,3,1
66,94,158,2,0,4,0
23,68,190,7,2,0,1
70,61,155,10,1,2,2
17,67,179,2,0,3,0
46,81,165,6,2,3,1
35,96,184,10,2,4,1
55,70,169,9,3,1,1
44,95,165,8,1,1,1
30,75,165,10,3,3,1
21,64,194,8,3,0,1
16,50,172,1,1,1,0
31,82,175,2,1,1,1
45,75,182,2,2,0,0
51,105,162,9,2,1,1
58,113,198,6,1,4,1
46,120,200,3,1,0,1
19,45,159,10,1,1,2
51,97,187,6,0,2,1
43,66,156,3,3,3,0
46,104,191,5,1,3,1
42,102,190,8,0,3,1
40,80,196,7,2,0,1
20,105,162,9,1,4,2
43,63,180,5,1,0,1
18,60,197,2,1,4,1
17,116,170,2,1,3,0
40,78,162,9,1,1,1
55,49,164,10,2,1,1
43,50,186,8,2,1,1
59,49,177,10,0,3,1
31,85,182,1,2,2,1
59,53,194,4,1,3,1
42,101,177,9,1,2,1
48,72,196,9,3,4,1
22,73,171,1,2,3,1
50,94,172,6,2,4,1
64,80,182,8,2,3,1
26,49,194,6,1,0,2
35,111,197,9,2,4,1
64,54,194,1,3,3,0
36,83,195,8,1,1,2
36,52,196,9,2,1,1
49,70,158,3,2,2,0
61,79,171,5,0,2,0
64,90,176,6,2,0,1
39,65,188,10,1,3,1
37,105,192,3,1,2,1
70,58,179,3,1,4,1
43,63,190,9,0,4,1
69,83,166,9,1,2,1
55,73,173,6,0,1,1
47,74,180,8,0,4,1
26,85,187,4,3,1,1
45,65,174,1,2,0,0
59,46,173,1,0,2,0
38,83,171,8,0,3,1
19,110,172,2,1,2,1
37,83,167,7,2,2,1
28,106,154,9,3,4,1
25,101,160,9,0,3,1
34,88,173,2,2,2,0
69,101,168,10,2,1,1
20,87,164,7,1,0,2
18,66,178,10,2,2,2
27,66,191,4,1,1,1
17,59,199,3,2,0,0
60,97,195,2,0,3,0
26,119,175,2,3,3,0
23,93,189,5,1,4,2
59,60,156,7,3,4,1
16,104,189,7,0,2,1
65,45,153,7,1,1,1
52,97,182,6,2,0,1
36,86,163,7,0,3,1
55,88,185,6,0,1,1
42,106,199,9,0,2,1
32,96,195,6,3,1,2
24,110,199,3,2,3,1
57,54,152,9,2,1,1
40,77,200,9,2,3,1
56,116,165,10,0,1,1
67,97,194,7,1,1,2
61,57,158,10,1,4,2
59,109,173,5,3,4,0
48,65,179,7,2,2,1
39,113,156,8,3,3,1
38,51,200,3,0,4,0
20,91,183,8,2,1,1
36,63,185,4,1,2,1
59,92,183,4,1,0,1
15,99,184,9,0,1,1
35,79,165,4,3,2,1
39,109,170,4,2,0,0
53,93,162,8,3,3,1
21,89,186,6,3,2,2
18,120,155,10,1,0,2
56,94,158,2,0,3,0
45,91,167,8,2,4,1
63,47,160,4,3,1,0
50,101,159,3,1,4,1
54,119,161,2,0,3,0
59,111,196,5,2,4,0
40,60,190,10,0,1,1
67,93,165,3,2,4,0
44,108,152,10,0,4,1
19,55,188,10,2,0,1
27,56,192,7,0,1,1
35,79,176,5,0,1,1
56,86,178,6,0,2,1
40,80,158,1,1,2,0
64,57,162,2,2,4,0
18,74,159,3,3,4,1
26,117,171,9,3,1,1
38,76,198,8,1,0,1
53,90,199,1,1,2,1
25,56,192,2,2,3,0
24,52,200,4,2,0,1
51,63,160,6,2,0,1
47,109,182,2,1,2,0
63,55,190,4,3,4,0
15,116,151,1,2,1,0
15,72,170,8,0,0,1
21,102,180,2,2,1,0
66,91,189,6,3,0,1
47,112,158,1,2,3,0
48,77,159,10,1,0,1
18,109,169,7,2,0,1
37,50,155,4,0,2,1
43,81,176,1,2,1,0
45,70,181,9,3,0,1
61,71,195,1,2,3,0
43,114,192,6,0,0,1
69,58,176,8,0,4,1
19,88,160,7,3,2,1
69,80,173,2,3,3,0
16,87,193,9,1,2,2
47,91,151,3,2,2,0
64,47,152,1,2,2,0
54,117,181,10,1,1,1
46,51,159,3,2,1,1
70,69,181,7,3,1,1
49,114,197,5,3,2,0
25,77,159,4,2,2,1
43,107,177,2,2,1,0
22,57,190,8,3,4,1
66,105,160,2,0,2,0
23,66,150,5,3,0,1
25,78,174,1,0,0,1
62,109,182,1,3,4,0
46,106,179,10,2,0,1
60,84,155,9,0,3,1
44,117,159,10,2,0,1
61,65,177,1,2,0,0
47,71,192,9,1,3,1
38,88,194,1,1,0,1
52,78,150,9,3,2,1
25,66,179,10,2,1,2
68,78,152,8,1,4,1
68,47,199,3,0,4,0
53,85,167,5,3,4,0
34,100,172,5,3,3,1
55,89,193,6,0,2,1
35,113,195,1,2,4,0
31,82,161,7,3,3,1
30,91,165,4,0,3,1
44,97,198,2,3,4,0
20,51,198,6,2,3,1
59,55,175,3,3,0,0
32,96,155,7,0,1,1
28,57,185,8,3,1,1
33,73,184,9,1,1,2
17,101,161,4,1,1,1
22,55,181,5,0,1,1
63,51,199,1,2,2,0
23,69,172,3,0,1,1
60,97,179,7,1,0,1
47,71,191,10,0,3,1
47,45,184,8,2,0,1
48,91,173,1,1,4,0
62,93,161,3,3,3,0
54,94,181,9,0,2,1
43,83,151,3,1,1,1
26,64,169,7,3,1,2
26,82,166,9,2,0,1
27,104,163,8,2,3,1
29,48,176,2,2,0,0
54,75,167,3,0,2,1
37,86,173,8,3,3,1
52,101,178,4,0,3,0
18,86,157,7,3,4,1
50,95,176,7,0,3,1
56,102,187,4,2,1,0
69,62,194,3,3,4,0
34,92,165,4,1,2,1
44,94,188,1,3,2,0
15,87,198,1,3,3,0
46,101,192,9,0,4,1
41,87,172,7,0,1,1
54,56,184,7,1,1,1
22,107,172,5,2,0,1
66,99,152,1,1,4,0
47,70,173,3,1,3,1
38,49,168,2,1,0,0
44,97,181,10,0,2,1
26,86,184,4,0,2,1
70,53,157,2,3,3,0
32,52,172,6,1,0,2
61,66,157,10,1,4,2
25,84,175,3,0,2,1
61,78,194,7,3,3,1
56,120,177,1,1,1,0
29,78,194,4,0,2,1
47,88,165,6,3,4,1
45,97,194,4,2,0,1
26,67,185,4,2,1,1
41,94,153,7,3,0,1
37,113,157,2,3,1,0
23,103,194,6,0,2,1
65,91,188,5,2,4,1
35,47,160,5,0,0,1
68,70,188,1,1,0,0
37,68,157,5,0,1,0
52,72,192,2,0,0,0
28,81,182,2,2,4,1
50,77,189,5,2,0,1
22,111,175,10,1,0,2
63,106,183,1,2,0,0
61,113,188,4,1,2,1
28,74,195,4,0,1,1
33,76,175,5,3,0,1
29,91,171,9,0,3,1
51,97,181,8,2,2,1
15,102,160,10,0,0,1
24,49,173,8,3,0,1
37,80,172,9,3,3,1
60,97,193,1,1,1,1
50,75,162,10,3,3,1
43,99,175,9,0,4,1
55,61,156,10,1,4,2
53,109,175,8,2,4,1
65,67,187,1,3,0,0
24,70,151,9,3,1,1
48,112,190,4,3,0,0
17,96,197,2,2,3,0
61,51,164,4,2,0,0
41,101,179,3,2,2,0
36,94,155,4,3,4,0
66,101,178,9,0,0,1
20,85,178,3,0,2,1
20,56,172,2,0,2,0
66,62,170,10,2,0,1
26,66,200,1,0,1,0
63,82,157,10,2,4,1
26,49,176,6,3,1,1
64,64,157,2,0,3,0
25,84,171,4,0,0,1
56,75,178,8,2,1,1
55,98,196,4,3,0,1
62,115,154,4,3,3,0
64,75,173,5,3,3,1
30,104,172,3,0,4,1
57,94,181,10,1,4,1
31,69,186,5,2,0,1
36,89,150,4,0,2,0
18,58,167,7,2,4,2
52,50,172,9,2,1,1
30,96,150,6,2,1,1
42,101,154,5,0,3,0
38,109,187,2,1,4,0
63,90,184,1,3,0,0
44,91,151,6,1,4,1
62,80,177,7,0,2,1
28,58,181,6,2,3,1
66,98,179,7,1,2,1
32,111,160,5,1,2,1
37,97,159,4,3,2,0
35,58,168,5,1,4,2
48,92,189,1,0,0,0
55,93,190,8,2,1,1
21,96,175,2,0,0,0
68,45,189,4,0,2,0
31,82,171,9,3,0,1
24,79,199,7,0,3,1
48,90,185,8,2,3,1
67,45,187,10,1,0,1
40,83,178,4,2,1,1
22,56,189,2,3,4,0
18,93,189,8,1,4,2
48,92,196,6,2,2,1
49,46,192,2,1,4,0
50,110,166,1,2,3,0
32,102,175,5,3,4,1
58,111,185,8,2,1,1
30,80,157,7,0,1,1
64,100,196,4,3,3,1
40,112,162,6,0,0,1
19,118,179,9,3,3,1
33,113,168,5,3,3,1
32,77,190,9,0,3,2
49,66,193,6,0,4,1
21,58,180,8,1,2,2
52,103,175,8,1,1,1
51,113,152,1,2,3,0
42,90,197,5,0,2,1
22,102,172,8,3,3,1
65,80,188,6,3,0,1
38,85,163,7,2,1,1
65,52,182,6,0,4,1
70,89,151,10,3,2,1
60,55,200,10,1,2,1
48,86,151,5,1,0,1
17,100,197,4,0,3,1
36,99,192,5,2,3,1
48,118,150,4,1,1,1
52,111,168,9,1,1,1
50,92,171,1,1,0,0
28,56,182,8,1,2,2
32,87,191,8,3,4,2
32,113,169,9,3,3,1
52,69,183,1,0,3,0
61,72,180,6,1,2,2
61,71,163,8,1,3,2
61,69,170,10,3,0,1
47,68,179,9,3,4,1
31,85,164,4,3,1,1
48,74,200,4,0,1,0
22,88,162,7,0,2,1
53,118,184,7,1,4,1
68,118,169,8,2,2,1
46,86,186,1,3,0,0
27,87,168,3,0,3,1
69,83,181,5,3,3,1
21,116,200,5,3,0,1
17,117,171,7,3,2,1
63,91,166,9,2,4,1
68,91,181,7,1,0,1
45,71,174,6,2,2,1
23,101,152,2,3,3,0
15,100,193,3,0,1,1
61,87,184,6,0,3,1
53,116,194,5,0,0,0
47,90,163,8,2,4,1
66,62,184,2,3,4,0
58,87,186,3,1,0,1
56,90,163,4,0,1,0
16,68,166,7,0,3,1
58,59,150,1,3,2,0
62,84,180,1,2,3,0
65,106,193,2,1,0,0
35,83,152,7,0,1,1
55,98,192,8,1,0,2
58,103,170,9,3,1,1
52,108,169,9,0,3,1
54,65,167,2,1,4,1
20,119,198,10,2,4,1
27,112,198,7,0,0,1
15,61,184,2,2,2,0
19,89,188,7,3,4,2
49,61,193,10,1,0,1
28,102,174,9,0,3,1
65,50,167,4,2,1,0
47,108,153,3,3,2,0
57,58,158,8,0,4,1
19,100,187,1,0,4,0
70,61,186,6,3,3,1
34,51,191,9,2,3,1
43,94,164,9,1,1,1
32,52,164,2,3,4,0
38,103,186,7,3,4,1
42,102,190,7,2,2,1
51,55,157,8,1,2,2
32,54,159,8,0,1,2
39,93,191,5,2,3,1
55,108,190,5,1,4,1
53,79,168,4,2,1,0
61,93,195,8,3,4,1
52,113,184,5,0,1,0
35,110,167,5,0,3,1
63,71,195,5,3,2,0
67,114,169,4,2,4,0
16,80,189,4,3,2,1
47,53,164,3,0,3,0
70,89,182,4,3,3,1
58,68,182,6,3,4,1
64,67,175,2,0,1,0
59,48,187,1,0,3,0
23,80,185,2,0,2,1
17,57,167,9,0,2,1
69,97,199,5,2,3,1
22,84,177,8,0,1,2
20,65,185,2,3,4,0
23,111,183,6,1,2,2
18,50,186,3,0,0,1
37,64,185,9,3,4,1
28,108,183,2,1,0,1
29,51,159,10,2,0,2
35,55,184,9,0,1,1
33,78,188,1,0,1,1
15,116,171,2,3,0,0
42,62,170,6,2,3,1
67,80,181,10,3,3,1
45,66,161,9,1,1,2
50,103,193,6,3,3,1
48,120,165,6,2,2,1
20,103,179,4,2,1,1
62,108,177,7,2,1,1
17,80,155,10,3,0,1
23,71,184,3,3,1,1
41,104,175,4,3,0,0
29,105,184,9,1,4,2
70,66,185,6,3,3,1
48,53,187,10,2,3,1
38,74,170,2,3,2,0
24,65,178,9,1,2,2
46,117,190,6,2,1,1
55,67,154,6,1,0,1
62,78,160,7,1,3,1
27,81,187,6,3,1,2
68,100,196,5,2,2,1
24,80,183,5,0,1,1
15,95,200,4,0,4,1
63,46,193,6,2,3,1
19,75,163,4,3,3,1
61,103,163,7,0,2,1
19,92,167,3,2,1,1
36,57,184,2,0,1,0
21,69,160,9,3,1,2
16,86,193,8,3,2,1
59,51,161,5,0,0,0
53,58,151,9,3,0,1
50,112,178,9,0,0,1
15,97,171,7,2,1,1
20,56,179,4,0,1,1
52,90,153,9,0,0,1
46,119,171,9,1,3,1
39,106,188,5,3,0,0
52,48,189,3,3,3,0
33,91,165,6,3,4,1
61,46,174,9,1,0,1
57,113,160,7,3,0,1
21,99,163,3,1,3,1
16,53,195,9,1,3,1
48,51,186,10,0,0,1
62,49,163,1,3,4,0
20,74,174,7,2,0,2
48,89,160,9,0,2,1
54,65,159,8,1,3,2
33,65,150,5,0,2,1
62,85,194,3,3,4,1
39,110,183,1,1,0,0
60,108,153,9,0,0,1
52,104,172,7,1,4,1
70,117,166,1,2,1,0
32,49,172,8,1,3,2
48,114,158,7,0,2,1
60,93,179,6,0,2,1
47,71,179,6,2,0,1
18,118,151,8,3,0,1
35,94,155,1,0,1,0
40,110,193,9,1,3,1
36,71,172,6,1,3,2
34,52,190,1,1,2,1
30,94,178,10,3,1,1
17,100,160,4,1,1,1
30,101,153,4,1,2,1
29,48,159,2,0,4,0
40,60,176,10,2,2,1
38,89,152,9,1,2,1
16,107,166,3,1,1,1
65,119,192,2,3,2,0
39,70,158,8,1,2,1
61,105,185,10,0,2,1
68,117,196,1,1,2,0
25,69,153,9,3,0,1
55,106,168,2,3,3,0
44,61,150,2,3,3,0
43,102,157,8,3,1,1
50,63,189,1,2,4,0
42,104,181,9,3,2,1
54,94,189,7,3,0,1
19,116,181,3,1,1,1
19,87,178,6,2,0,1
19,83,179,8,1,3,2
49,74,200,10,1,4,1
41,47,170,7,1,4,1
20,82,200,10,1,4,2
50,73,188,7,0,2,1
68,90,154,8,1,1,1
34,117,195,3,1,3,1
49,73,161,6,0,0,1
62,104,165,9,0,3,1
68,101,198,4,3,0,1
16,119,155,6,0,1,1
59,52,160,6,3,4,1
27,70,169,5,1,3,2
47,83,177,10,0,1,1
31,59,156,3,2,2,1
31,113,153,10,1,1,2
38,101,189,6,2,3,1
49,112,151,5,0,3,0
39,75,151,10,1,2,1
62,64,154,1,2,2,0
66,52,173,7,2,3,1
25,97,159,8,3,1,1
47,114,159,9,2,1,1
33,109,166,10,0,4,1
19,120,184,2,1,0,1
48,108,170,10,2,1,1
34,98,167,5,0,3,1
32,107,153,8,0,0,1
63,77,177,10,3,0,1
16,104,181,2,1,3,0
54,104,153,3,3,3,0
39,91,183,6,2,2,1
67,110,172,10,0,0,1
48,111,189,3,1,0,1
27,75,192,4,2,1,1
29,119,178,5,3,2,1
24,74,152,6,0,0,1
51,92,159,6,0,4,1
19,113,190,1,2,1,0
29,54,175,9,1,1,2
50,104,170,9,2,1,1
61,65,172,4,2,2,1
23,76,194,3,2,3,1
42,75,170,5,3,0,1
65,62,179,2,0,3,0
19,87,187,6,2,2,2
30,79,167,10,2,3,1
42,101,171,8,0,1,1
26,49,172,6,0,2,1
29,75,151,4,3,4,1
16,95,154,8,3,0,1
69,57,166,1,1,3,1
19,68,185,1,3,0,0
64,79,173,8,1,1,2
50,107,191,5,1,4,1
30,95,167,4,3,2,1
66,57,164,6,2,0,1
28,57,150,10,2,3,2
25,67,174,2,1,1,1
61,115,183,5,0,1,0
19,85,171,9,1,3,2
16,99,179,1,0,4,0
47,66,190,7,0,2,1
66,51,169,7,0,1,1
41,61,154,7,3,3,1
51,94,194,8,1,0,2
28,65,182,10,3,4,1
55,119,200,4,3,3,0
27,66,150,5,0,4,1
65,66,172,8,2,4,1
36,110,192,7,0,0,1
22,61,190,3,2,1,1
34,71,162,4,3,2,1
34,62,187,8,3,4,1
41,111,153,2,1,4,0
58,102,161,2,0,2,0
21,107,158,6,3,0,1
67,102,155,3,1,1,1
43,68,183,7,2,2,1
50,52,200,2,0,2,0
61,46,182,10,0,1,1
55,75,165,9,3,2,1
53,100,179,4,2,2,0
36,114,192,2,2,2,0
58,102,153,1,1,0,0
46,119,184,1,2,4,0
56,103,171,7,0,0,1
38,95,187,2,3,3,0
37,103,156,7,0,3,1
56,63,199,2,0,3,0
70,120,184,9,0,2,1
59,82,178,7,2,0,1
15,108,160,5,0,3,0
59,108,188,1,2,3,0
38,108,160,1,0,2,0
36,56,192,5,3,3,0
57,49,166,10,1,3,1
69,95,183,2,2,2,0
42,98,186,8,3,0,1
41,55,187,9,2,1,1
22,95,193,7,3,3,2
20,93,161,1,0,2,0
34,67,166,8,1,2,2
61,99,188,5,1,3,1
55,104,191,8,1,1,1
20,98,165,10,1,1,2
66,101,184,6,2,2,1
50,87,150,10,0,3,1
57,73,171,9,1,1,2
68,45,188,10,1,2,1
39,64,150,10,3,4,1
30,62,157,7,3,0,2
61,55,164,1,3,3,0
67,84,178,2,2,2,0
23,113,168,5,2,4,1
46,90,178,2,2,2,0
53,45,159,3,0,4,0
32,92,197,7,1,0,2
55,102,188,1,2,1,0
62,47,162,7,3,0,1
46,103,164,1,2,1,0
59,73,156,5,0,0,0
27,107,186,2,3,1,0
15,78,168,1,3,0,0
15,50,154,7,0,3,1
23,59,164,6,0,3,2
22,68,155,5,3,1,1
61,46,187,1,0,2,0
53,108,155,9,2,4,1
25,67,174,4,2,4,1
52,53,179,10,2,3,1
65,49,169,1,3,0,0
58,79,161,3,2,3,0
65,86,151,8,3,0,1
64,85,179,3,0,2,1
31,59,196,8,0,1,1
55,50,159,4,2,1,0
53,76,191,8,0,2,1
57,55,160,5,1,1,1
65,70,198,3,0,4,0
47,92,190,7,3,2,1
26,88,196,8,1,1,2
43,117,176,1,0,4,0
49,95,173,3,1,2,1
32,104,155,10,2,2,1
66,57,172,9,0,2,1
46,119,180,7,3,3,1
23,95,193,10,1,3,2
36,48,156,6,3,3,1
35,88,164,10,0,4,1
55,103,159,10,2,3,1
48,69,179,7,1,1,2
63,84,153,7,1,2,1
35,115,170,2,1,2,1
36,79,191,4,3,4,1
60,102,196,2,0,2,0
42,80,160,5,2,2,0
24,74,195,1,3,4,0
47,110,188,7,3,0,1
52,66,175,8,3,3,1
30,59,159,8,1,3,2
62,75,172,2,2,1,0
19,45,164,7,3,1,1
34,119,191,5,3,3,1
19,84,189,2,0,2,1
70,53,162,2,3,0,0
26,83,166,9,0,4,1
68,67,173,4,3,2,1
29,103,190,10,3,4,1
61,71,179,9,2,3,1
44,92,185,8,3,1,1
69,72,186,2,3,1,0
47,120,198,10,1,4,1
38,91,156,6,3,3,1
70,45,155,8,0,2,1
57,117,199,6,1,3,1
68,81,195,4,3,1,1
40,84,193,4,1,1,1
56,119,198,7,3,2,1
15,45,185,2,2,4,0
54,100,184,3,3,4,0
15,61,150,5,2,2,0
15,55,174,5,0,2,0
26,45,191,7,1,0,2
70,75,193,2,3,1,0
67,86,163,2,2,1,0
42,105,200,3,0,0,1
52,111,162,7,3,4,1
39,55,162,8,2,2,1
53,105,184,5,3,1,0
67,118,186,9,3,4,1
15,85,195,4,2,0,1
53,81,170,9,1,3,1
49,111,158,9,0,1,1
47,63,173,7,0,1,1
21,54,163,1,1,1,1
53,93,193,6,3,2,1
17,89,152,6,3,3,1
39,65,186,6,0,0,1
29,109,158,3,0,3,1
34,61,172,10,0,4,2
50,87,197,2,1,0,1
50,85,182,1,3,2,0
47,53,199,10,1,2,1
36,105,151,9,0,2,1
64,98,164,4,1,1,1
67,81,186,10,0,2,1
55,112,196,6,2,4,1
31,61,161,1,1,2,1
70,82,195,7,0,1,1
26,104,153,6,2,4,1
18,79,171,8,3,3,1
54,81,157,6,2,1,1
49,110,171,7,0,4,1
53,51,173,5,2,2,0
23,96,166,2,0,3,0
29,48,155,8,3,1,1
63,84,153,9,2,0,1
33,116,180,9,3,1,1
68,88,196,6,1,1,2
39,45,178,2,1,2,0
70,102,188,3,0,2,0
38,53,156,5,2,0,1
39,52,160,6,3,2,1
30,93,162,8,2,4,1
45,54,165,4,0,1,0
61,49,170,4,1,4,1
39,69,185,9,2,2,1
36,102,183,1,0,1,0
41,100,199,8,3,1,1
67,66,180,2,1,0,1
42,117,196,2,0,0,0
67,98,155,3,1,2,1
65,107,169,6,0,3,1
60,115,196,6,2,0,1
63,90,172,10,3,0,1
36,115,153,6,2,3,1
48,47,181,5,3,2,0
15,113,189,4,1,1,1
45,113,178,5,3,4,0
53,119,153,3,0,1,0
43,47,188,5,3,3,0
21,116,184,7,1,0,2
55,85,197,4,0,3,1
59,107,196,2,1,1,0
35,81,170,6,3,0,1
20,60,175,10,1,3,2
38,74,161,2,0,3,0
68,73,191,1,0,3,0
64,71,161,1,0,4,0
37,120,169,5,0,1,0
47,109,195,5,2,0,0
57,104,173,5,1,2,1
21,109,196,7,0,1,1
27,61,152,7,0,3,2
63,98,167,6,2,0,1
55,55,179,10,0,1,1
27,71,159,2,3,2,0
52,66,181,4,0,4,1
15,98,193,1,2,3,0
24,80,197,10,1,0,2
21,77,185,4,2,2,1
37,83,170,6,3,4,1
47,98,158,6,0,1,1
42,78,168,2,1,1,0
17,77,179,2,3,1,0
48,107,150,2,3,3,0
69,117,163,9,2,4,1
39,77,180,7,1,1,2
61,55,163,7,0,4,1
28,76,159,7,0,3,1
46,51,168,1,2,1,0
47,64,188,6,3,3,1
35,120,192,2,1,1,1
17,61,155,10,1,4,2
30,78,155,3,3,2,1
34,50,158,2,0,3,1
17,117,164,7,1,3,1
22,80,151,6,1,3,2
19,65,189,5,1,4,1
59,84,198,9,1,2,2
38,60,197,7,3,1,1
33,82,167,6,1,3,2
33,48,199,7,3,3,1
42,64,178,2,1,4,1
35,96,151,3,0,1,1
19,57,194,10,2,1,1
31,102,195,1,0,2,1
21,62,168,2,1,0,1
61,99,154,2,2,3,0
20,79,171,4,0,2,1
63,57,154,7,0,1,1
29,67,194,3,2,1,1
65,104,174,4,1,1,1
19,119,150,6,0,3,1
59,88,160,7,3,0,1
53,47,170,10,1,1,1
30,54,161,3,1,2,2
49,47,157,5,0,1,0
26,104,190,7,0,0,1
29,103,192,9,3,4,1
59,90,162,6,1,4,1
47,49,154,9,2,2,1
70,117,177,3,2,0,0
34,116,163,10,0,3,1
56,75,193,4,3,1,1
17,90,151,6,0,3,1
70,83,183,2,2,1,0
63,52,152,7,2,2,1
27,85,167,7,3,1,1
53,103,173,2,3,2,0
46,116,168,4,2,2,0
67,91,181,1,2,0,0
21,69,169,10,1,3,2
48,103,189,7,1,3,1
24,64,198,2,3,4,0
44,59,197,6,2,1,1
38,56,173,7,2,4,1
23,86,193,6,0,1,2
64,53,163,5,1,1,1
27,99,152,7,2,2,1
64,53,155,7,2,1,1
27,51,158,3,1,2,2
68,68,189,5,1,1,1
43,114,192,1,1,3,0
52,94,166,10,3,0,1
39,108,163,7,0,2,1
20,111,182,1,3,3,0
46,70,199,9,3,4,1
15,64,195,7,3,2,1
60,100,150,9,3,3,1
50,49,169,5,1,3,1
61,58,196,2,0,3,0
69,53,180,4,2,2,0
64,74,164,1,3,3,0
15,83,187,8,1,4,2
32,105,174,3,2,1,1
21,104,154,2,2,2,0
39,74,171,7,0,2,1
54,100,190,3,2,0,0
21,102,172,3,2,3,1
58,48,176,5,3,3,0
55,102,186,9,3,0,1
34,109,180,3,2,0,1
21,112,176,9,3,0,1
30,50,162,2,3,2,0
46,72,151,9,0,3,1
69,65,182,9,1,0,1
67,88,179,7,2,2,1
69,62,173,2,2,4,0
38,76,191,6,1,0,2
59,77,165,7,0,2,1
69,52,172,5,0,3,0
56,111,150,7,3,4,1
54,82,180,2,0,1,0
38,112,197,2,2,0,0
46,78,190,7,1,2,2
61,80,189,3,1,3,1
27,114,156,1,1,1,1
64,63,198,5,1,0,1
19,56,162,2,2,2,1
29,90,172,3,3,3,1
32,109,164,7,3,3,1
36,113,150,10,1,4,1
25,70,167,8,0,4,2
31,85,160,5,1,2,1
46,59,196,6,0,1,1
66,108,178,4,3,3,0
44,54,189,10,3,2,1
15,46,158,5,3,3,0
21,84,159,10,1,1,2
19,114,165,3,1,4,1
32,47,161,2,3,1,0
65,102,151,8,3,2,1
55,70,188,5,2,1,0
28,83,195,1,2,2,1
26,61,172,2,2,1,1
28,79,177,9,0,3,2
41,109,168,8,2,4,1
35,53,184,4,1,4,1
25,50,190,2,3,1,0
19,103,160,8,2,1,1
35,93,155,2,2,3,0
35,50,200,5,2,2,1
38,90,183,7,0,0,1
30,114,169,1,3,3,0
63,99,166,2,1,3,0
54,111,187,2,1,2,0
39,108,169,2,1,2,0
65,105,195,10,1,2,1
49,53,150,3,3,0,1
42,64,150,1,2,3,0
43,108,169,8,3,1,1
65,79,161,9,2,2,1
66,65,161,5,3,4,1
25,49,198,7,3,2,1
65,71,165,10,3,0,1
19,97,200,5,0,3,1
30,60,182,2,2,0,0
59,79,177,9,2,0,1
21,69,183,9,3,3,2
53,47,164,6,2,1,1
26,119,189,7,2,4,1
24,83,170,3,1,1,1
52,74,152,5,0,3,0
55,103,166,3,3,3,0
70,81,163,1,1,2,0
52,119,164,8,0,4,1
36,103,158,4,2,2,0
22,82,158,7,1,3,2
65,68,190,10,2,0,1
55,79,165,10,0,2,1
68,120,162,2,3,3,0
18,73,163,2,3,0,0
68,101,182,6,0,1,1
37,54,193,9,0,2,1
64,79,160,6,3,3,1
35,53,199,8,2,1,1
61,109,181,10,1,4,1
28,75,158,5,1,2,1
23,90,155,3,0,1,1
15,74,159,2,1,0,0
46,89,185,7,0,1,1
63,88,178,7,1,2,1
68,64,156,1,0,4,0
18,98,184,9,2,1,1
25,83,168,4,3,1,1
51,108,183,10,0,1,1
16,52,184,8,1,4,1
19,117,186,2,3,1,0
56,95,182,2,2,1,0
35,110,180,4,3,3,1
70,89,159,10,3,2,1
66,45,159,8,0,1,1
51,55,164,7,3,0,1
17,102,159,9,1,4,1
21,101,199,4,2,2,1
47,117,196,2,2,0,0
30,92,172,6,1,1,2
25,107,164,6,3,0,1
18,64,181,3,0,2,1
39,87,173,6,1,2,1
65,56,172,3,0,2,0
20,45,162,1,2,1,0
51,120,171,6,0,4,1
69,105,152,10,2,2,1
70,67,194,9,0,0,1
39,77,190,9,3,4,1
41,104,184,8,0,1,1
31,94,183,5,1,4,1
48,54,191,9,2,3,1
59,87,180,9,2,2,1
37,55,194,2,2,3,0
63,45,186,6,2,3,1
52,99,179,4,1,3,1
67,82,159,7,0,1,1
66,49,152,3,1,0,1
69,48,153,10,0,4,1
52,77,153,3,0,1,0
44,89,184,2,0,2,0
36,97,178,6,3,4,1
68,61,191,10,0,3,1
32,80,190,8,1,4,2
47,117,166,1,1,4,0
69,91,163,10,3,1,1
27,70,185,8,0,0,2
32,81,199,9,2,4,2
18,101,172,7,1,2,2
43,63,183,2,0,3,0
46,58,173,2,2,3,0
64,54,160,5,3,0,1
62,118,187,4,2,1,0
69,81,190,9,0,3,1
65,67,164,3,0,3,1
18,52,157,3,1,3,2
20,46,155,2,0,0,0
45,79,192,10,2,1,1
39,79,190,9,2,4,1
22,109,192,7,0,3,1
53,77,150,10,0,4,1
18,52,165,2,3,3,0
27,98,177,6,0,0,1
32,66,172,10,3,0,2
27,48,163,10,1,1,2
47,108,150,6,2,1,1
50,65,197,6,1,2,1
44,115,190,6,2,1,1
25,89,196,9,3,2,2
27,62,161,2,0,2,1
27,48,174,3,2,2,1
44,89,150,2,3,0,0
63,80,157,9,3,0,1
31,74,160,1,3,2,0
70,76,165,2,2,3,0
55,65,169,2,0,0,0
67,75,197,2,0,2,0
54,95,187,8,2,4,1
35,46,183,4,3,4,1
57,77,162,9,3,2,1
59,81,158,10,1,2,1
34,94,156,6,1,3,2
64,69,185,1,0,3,0
15,74,165,9,0,1,1
